loan_id,customer_id,product_type,risk_grade,loan_amount,tenure_months,acquisition_channel,default_flag,loan_status,default_probability,risk_category,segment_name,stress_score,early_stress_flag,income_to_emi,credit_bureau_score,dpd_max,payment_ratio
LOAN000087,CUST01858,BNPL,D,20000,12,Paid Ad,0,Closed,0.00034417398,Low Risk,High Risk Borrowers,0.2058,0,30.761100968285817,672.0,54.0,0.7022
LOAN000088,CUST01112,Personal Loan,D,50000,18,Paid Ad,1,Defaulted,0.99982077,Critical Risk,High Risk Borrowers,0.4721,0,11.059378563284476,538.0,90.0,0.4552
LOAN000089,CUST02004,SME Working Capital,B,500000,12,DSA Agent,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,1.118423307063019,698.0,2.0,1.0
LOAN000090,CUST04536,Personal Loan,C,75000,36,DSA Agent,0,Active,0.000224944,Low Risk,Prime Borrowers,0.012,0,11.36992510533941,580.0,5.0,1.0
LOAN000091,CUST01050,BNPL,D,5000,6,Organic App,0,Closed,0.0001284088,Low Risk,Stressed Borrowers,0.0,0,53.84708122304748,681.0,0.0,1.0
LOAN000092,CUST04367,Personal Loan,D,50000,36,DSA Agent,1,Defaulted,0.99982315,Critical Risk,High Risk Borrowers,0.295,0,20.56256666209703,560.0,96.0,0.8439
LOAN000093,CUST04420,Personal Loan,D,25000,36,DSA Agent,1,Defaulted,0.9998399,Critical Risk,High Risk Borrowers,0.3109,0,38.28213836374197,600.0,93.0,0.8159
LOAN000094,CUST04618,BNPL,D,10000,6,Organic App,0,Closed,0.00035432435,Low Risk,High Risk Borrowers,0.3298,1,6.64924904247366,674.0,68.0,0.3339
LOAN000095,CUST02117,BNPL,D,30000,3,Organic App,0,Closed,0.0001345471,Low Risk,High Risk Borrowers,0.1465,1,3.3857994198908385,673.0,23.0,0.5434
LOAN000096,CUST02734,BNPL,D,5000,3,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0667,0,17.63609027249721,648.0,0.0,0.6667
LOAN000097,CUST00744,Personal Loan,D,50000,12,DSA Agent,1,Defaulted,0.99929106,Critical Risk,High Risk Borrowers,0.4356,0,4.053166090420305,598.0,91.0,0.4792
LOAN000098,CUST01986,SME Working Capital,D,750000,12,DSA Agent,0,Active,0.00015347413,Low Risk,Emerging Borrowers,0.0048,0,0.2060130519076315,687.0,2.0,1.0
LOAN000099,CUST01913,Personal Loan,A,150000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.012,0,7.761249027575998,841.0,5.0,1.0
LOAN000100,CUST00207,Personal Loan,D,100000,18,Organic App,0,Closed,0.0001315915,Low Risk,Emerging Borrowers,0.0048,0,3.8648926944284754,639.0,2.0,1.0
LOAN000101,CUST02486,BNPL,D,10000,9,Partner App,0,Closed,0.00016067154,Low Risk,Emerging Borrowers,0.0072,0,19.10273508931696,591.0,3.0,1.0
LOAN000102,CUST04326,SME Working Capital,B,500000,24,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.012,0,1.6270584168599522,682.0,5.0,1.0
LOAN000103,CUST03766,SME Working Capital,A,300000,36,Partner App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0072,0,6.272203029386279,790.0,3.0,1.0
LOAN000104,CUST03923,Personal Loan,D,150000,36,Paid Ad,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.012,0,6.237640877362992,629.0,5.0,1.0
LOAN000105,CUST04167,Personal Loan,D,75000,12,DSA Agent,0,Closed,0.00016067154,Low Risk,Emerging Borrowers,0.0,0,4.43622176773205,551.0,0.0,1.0
LOAN000106,CUST01191,BNPL,D,20000,6,DSA Agent,0,Active,0.00015347413,Low Risk,Emerging Borrowers,0.0072,0,6.10935530340508,663.0,3.0,1.0
LOAN000107,CUST03686,SME Working Capital,D,500000,12,DSA Agent,1,Defaulted,0.9997899,Critical Risk,High Risk Borrowers,0.4642,0,0.4908171424376095,633.0,94.0,0.4446
LOAN000108,CUST01098,Personal Loan,B,75000,48,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0074,0,25.717410599252204,690.0,3.0,0.9988
LOAN000109,CUST02798,Personal Loan,B,100000,36,DSA Agent,1,Defaulted,0.99981254,Critical Risk,High Risk Borrowers,0.39,0,7.39628591919223,662.0,97.0,0.7123
LOAN000110,CUST00563,Personal Loan,B,50000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0049,0,43.26651437286571,724.0,2.0,0.9994
LOAN000111,CUST04664,BNPL,D,10000,6,Organic App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0048,0,19.289028108771348,686.0,2.0,1.0
LOAN000112,CUST03409,Personal Loan,C,150000,48,Organic App,0,Active,0.00033627648,Low Risk,Emerging Borrowers,0.0121,0,6.739521517511967,762.0,5.0,0.9996
LOAN000113,CUST02734,Personal Loan,C,50000,18,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,9.56044334962028,648.0,3.0,1.0
LOAN000114,CUST01748,BNPL,C,15000,3,Paid Ad,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0072,0,9.088721968316763,705.0,3.0,1.0
LOAN000115,CUST01810,Personal Loan,C,100000,24,Paid Ad,1,Defaulted,0.99974567,Critical Risk,High Risk Borrowers,0.3969,0,9.056605170274189,671.0,107.0,0.6121
LOAN000116,CUST01764,SME Working Capital,D,750000,18,DSA Agent,1,Defaulted,0.9998184,Critical Risk,High Risk Borrowers,0.3977,0,0.348316344646549,587.0,96.0,0.6439
LOAN000117,CUST02360,BNPL,D,10000,6,DSA Agent,0,Closed,0.00015793862,Low Risk,Emerging Borrowers,0.0048,0,12.9677183273757,591.0,2.0,1.0
LOAN000118,CUST03927,Personal Loan,C,150000,36,Organic App,1,Defaulted,0.9998266,Critical Risk,High Risk Borrowers,0.3466,0,7.673894574007167,645.0,105.0,0.806
LOAN000119,CUST04474,BNPL,C,30000,1,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,2.6175148295922828,734.0,0.0,1.0
LOAN000120,CUST02927,SME Working Capital,B,200000,24,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,4.0446844988389525,709.0,2.0,1.0
LOAN000121,CUST00986,Personal Loan,B,100000,18,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,8.965942473399135,690.0,0.0,1.0
LOAN000122,CUST02374,BNPL,B,15000,3,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,7.926223431075911,733.0,0.0,1.0
LOAN000123,CUST03729,Personal Loan,A,75000,24,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.012,0,10.09687333585625,778.0,5.0,1.0
LOAN000124,CUST00055,Personal Loan,B,50000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0024,0,11.795559392870617,726.0,1.0,1.0
LOAN000125,CUST00634,BNPL,B,5000,6,Partner App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,43.46149582496995,742.0,3.0,1.0
LOAN000126,CUST00327,BNPL,D,15000,3,Partner App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0013,0,8.543145365312453,639.0,0.0,0.9933
LOAN000127,CUST02998,BNPL,D,10000,9,Partner App,0,Closed,0.00034417398,Low Risk,High Risk Borrowers,0.2222,0,38.82973633149492,630.0,48.0,0.6874
LOAN000128,CUST00183,SME Working Capital,D,500000,6,Organic App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0024,0,0.4946985834606693,567.0,1.0,1.0
LOAN000129,CUST00305,SME Working Capital,B,200000,12,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0003,0,3.2477889710963965,657.0,0.0,0.9983
LOAN000130,CUST01760,SME Working Capital,C,200000,12,DSA Agent,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0072,0,2.1296052132075425,632.0,3.0,1.0
LOAN000131,CUST03088,BNPL,C,20000,3,DSA Agent,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0,0,7.242380416470065,652.0,0.0,1.0
LOAN000132,CUST00149,Personal Loan,D,25000,48,Partner App,0,Active,0.0007370857,Low Risk,Emerging Borrowers,0.0122,0,44.60989474774394,581.0,5.0,0.9988
LOAN000133,CUST03375,BNPL,D,5000,12,Paid Ad,1,Defaulted,0.9997956,Critical Risk,High Risk Borrowers,0.5021,0,62.38722581333563,567.0,105.0,0.4702
LOAN000134,CUST01039,Personal Loan,D,75000,18,Paid Ad,0,Closed,0.0006048483,Low Risk,High Risk Borrowers,0.3517,0,9.323384300174457,639.0,87.0,0.6551
LOAN000135,CUST03160,Personal Loan,C,100000,24,DSA Agent,0,Active,0.0001284088,Low Risk,Emerging Borrowers,0.012,0,12.468408636248814,693.0,5.0,1.0
LOAN000136,CUST00214,Personal Loan,D,25000,48,Organic App,0,Active,0.00023722395,Low Risk,Emerging Borrowers,0.012,0,14.56753606983962,587.0,5.0,1.0
LOAN000137,CUST02801,BNPL,C,10000,1,Paid Ad,0,Closed,0.00014598182,Low Risk,Prime Borrowers,0.0048,0,4.875009177904481,737.0,2.0,1.0
LOAN000138,CUST02454,BNPL,C,15000,1,Paid Ad,0,Closed,0.00013129294,Low Risk,Emerging Borrowers,0.121,0,2.9327006463225165,724.0,8.0,0.4908
LOAN000139,CUST02973,SME Working Capital,B,500000,24,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0,0,1.2317077241164784,697.0,0.0,1.0
LOAN000140,CUST00024,SME Working Capital,D,1000000,12,Organic App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0024,0,0.2944052671901343,566.0,1.0,1.0
LOAN000141,CUST00616,BNPL,D,5000,6,Organic App,0,Closed,0.0001284088,Low Risk,Emerging Borrowers,0.0,0,54.3932573743087,554.0,0.0,1.0
LOAN000142,CUST03730,Personal Loan,B,150000,36,Partner App,0,Active,0.00026701935,Low Risk,Prime Borrowers,0.0049,0,12.548797541813068,716.0,2.0,0.9994
LOAN000143,CUST02859,Personal Loan,B,200000,36,Paid Ad,0,Active,0.000224944,Low Risk,Prime Borrowers,0.012,0,8.063456460749926,651.0,5.0,1.0
LOAN000144,CUST01566,Personal Loan,B,150000,18,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.005,0,6.251570266807745,653.0,2.0,0.9989
LOAN000145,CUST01868,Personal Loan,B,200000,24,Partner App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.0048,0,5.087050140524086,659.0,2.0,1.0
LOAN000146,CUST03311,SME Working Capital,C,200000,18,Partner App,1,Defaulted,0.9998233,Critical Risk,High Risk Borrowers,0.5271,0,3.653782584737014,652.0,94.0,0.4345
LOAN000147,CUST03422,SME Working Capital,C,1000000,18,Paid Ad,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.012,0,0.557276441173906,638.0,5.0,1.0
LOAN000148,CUST03662,Personal Loan,D,100000,48,Paid Ad,0,Active,0.000224944,Low Risk,Emerging Borrowers,0.012,0,5.123563413354519,625.0,5.0,1.0
LOAN000149,CUST01672,BNPL,B,5000,1,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,7.405182470957505,690.0,0.0,1.0
LOAN000150,CUST04519,BNPL,D,15000,3,Organic App,0,Closed,0.00013129294,Low Risk,High Risk Borrowers,0.1624,1,14.065008770751945,594.0,28.0,0.5242
LOAN000151,CUST03945,Personal Loan,B,100000,12,Paid Ad,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.012,0,14.791019301216318,721.0,5.0,1.0
LOAN000152,CUST02156,SME Working Capital,D,500000,36,Partner App,0,Active,0.00023722395,Low Risk,Emerging Borrowers,0.0048,0,2.4679895092757063,614.0,2.0,1.0
LOAN000153,CUST02601,Personal Loan,C,150000,18,DSA Agent,0,Closed,0.00014023292,Low Risk,Emerging Borrowers,0.0048,0,2.9572383408073954,662.0,2.0,1.0
LOAN000154,CUST03921,Personal Loan,B,100000,36,Organic App,0,Active,0.000224944,Low Risk,Prime Borrowers,0.0121,0,8.744751101895517,690.0,5.0,0.9994
LOAN000155,CUST00212,BNPL,D,5000,1,Partner App,0,Closed,0.0006394391,Low Risk,Emerging Borrowers,0.0,0,3.8258922050732793,591.0,0.0,1.0
LOAN000156,CUST04173,Personal Loan,B,50000,12,Organic App,0,Active,0.0001284088,Low Risk,Prime Borrowers,0.012,0,12.354064356897902,679.0,5.0,1.0
LOAN000157,CUST04562,SME Working Capital,D,300000,12,Paid Ad,1,Defaulted,0.9997899,Critical Risk,High Risk Borrowers,0.5072,0,1.591473864555132,531.0,100.0,0.439
LOAN000158,CUST03428,BNPL,B,10000,3,Organic App,0,Closed,0.0001284088,Low Risk,Prime Borrowers,0.0,0,15.675488182498022,714.0,0.0,1.0
